Filing,text,Section heading,Polarity score,sentiment label
1566895_10K_2021_0001566895-21-000007.htm,"nCino is a leading global provider of cloudbased software for financial institutions. We empower banks and credit unions with the technology they need to meet everchanging client expectations and regulatory requirements. Our solution, the nCino Bank Operating System, digitizes, automates, and streamlines inefficient and complex processes.",item_1,-0.0999999999999999,bad
1566895_10K_2021_0001566895-21-000007.htm,"You should consider and read carefully all of the risks and uncertainties described below, as well as other information included in this Annual Report on Form 10K. The risks described below are not the only ones we face. The occurrence of any of the following risks could materially and adversely affect our business.",item_1A,-0.0375,neutral
1566895_10K_2021_0001566895-21-000007.htm,None. Item 1B. Unresolved Staff CommentsNone.,item_1B,0.0,neutral
1566895_10K_2021_0001566895-21-000007.htm,All of our offices are leased and we do not own any real property. The Company also entered into an agreement for a parking deck in January 2021 which is an addition to the existing headquarters property.,item_2,-0.0249999999999999,neutral
1566895_10K_2021_0001566895-21-000007.htm,"On February 23, 2021, the Company and certain of its officers and other employees were served with grand jury subpoenas. The Antitrust Division of the Department of Justice is seeking documents and information in connection with an investigation of the Companys hiring and wage practices under U.S. federal antitrust laws. Although there can be no assurance with respect to the outcome of this matter, the company believes the alleged claims are not meritorious and intends to defend itself vigorously.",item_3,0.0321428571428571,neutral
1566895_10K_2021_0001566895-21-000007.htm,Not applicable. Item 4. Mine Safety Disclosures not applicable.,item_4,0.0,neutral
1566895_10K_2021_0001566895-21-000007.htm,"Our common stock is listed on The Nasdaq Global Select Market under the symbol NCNO since July 14, 2020. We have never declared or paid cash dividends on our common stock. We currently intend to retain all available funds and future earnings, if any, to fund the development and expansion of our business.",item_5,-0.1055555555555555,bad
1566895_10K_2021_0001566895-21-000007.htm,"On February 1, 2019, the beginning of our fiscal year 2020, we adopted the requirement of Accounting Standards Update, or ASU No. 201409 Revenue from Contracts with Customers Topic 606. Prior period information has not been restated and continues to be reported under the accounting standards in effect for those periods.",item_6,0.0,neutral
1566895_10K_2021_0001566895-21-000007.htm,"nCino is a leading global provider of cloudbased software for financial institutions. We empower banks and credit unions with the technology they need to meet everchanging client expectations and regulatory requirements. Our solution, the nCino Bank Operating System, digitizes, automates, and streamlines inefficient and complex processes and workflow.",item_7,-0.0999999999999999,bad
1566895_10K_2021_0001566895-21-000007.htm,Market risk represents the risk of loss that may impact our financial position due to adverse changes in financial market prices and rates. Our market risk exposure is primarily the result of fluctuations in interest rates and foreign currency exchange rates. We do not enter into investments for trading or speculative purposes.,item_7A,0.0319444444444444,neutral
1566895_10K_2021_0001566895-21-000007.htm,"nCino, Inc. the Company is not required to have, nor were we engaged to perform, an audit of its internal control over financial reporting. Our responsibility is to express an opinion on the Companys financial statements based on our audits. We are a public accounting firm registered with the Public Company Accounting Oversight Board United States PCAOB.",item_8,-0.0222222222222222,neutral
1566895_10K_2021_0001566895-21-000007.htm,None. Item 9. Changes in and Disagreements with Accountants on Accounting and Financial DisclosureNone.,item_9,0.0,neutral
1566895_10K_2021_0001566895-21-000007.htm,"Disclosure controls and procedures, as defined in Rules 13a15e and 15d15e under the Securities Exchange Act of 1934, as amended the Exchange Act, means controls and other procedures of a company that are designed to provide reasonable assurance that information required to be disclosed by a company is recorded, processed, summarized, and reported.",item_9A,0.0375,neutral
1566895_10K_2021_0001566895-21-000007.htm,Not applicable. Item 9B. Other Information.,item_9B,-0.0416666666666666,neutral
1566895_10K_2021_0001566895-21-000007.htm,"The information required by this Item 10 is incorporated by reference from the sections entitled Proposal One Election of Class I Directors Named in this Proxy Statement, Corporate Governance, Executive Officers, and Delinquent Section 16a Reports from our Proxy Statement relating to our 2021 Annual Meeting of Shareholders.",item_10,0.0,neutral
1566895_10K_2021_0001566895-21-000007.htm,"The information required by this Item 11 is incorporated by reference from the sections entitled Director Compensation and Executive Compensation, and Compensation Committee Interlocks and Insider Participation from our Proxy Statement relating to our 2021 Annual Meeting of Shareholders.",item_11,0.0,neutral
1566895_10K_2021_0001566895-21-000007.htm,"The information required by this Item 12 is incorporated by reference from the sections entitled Security Ownership of Certain Beneficial Owners and Management and Equity Compensation Plan Information from our Proxy Statement relating to our 2021 Annual Meeting of Shareholders which will be filed with the SEC within 120 days of January 31, 2021.",item_12,0.0571428571428571,good
1566895_10K_2021_0001566895-21-000007.htm,"The information required by this Item 13 is incorporated by reference from the sections entitled Certain Relationships and Related Party Transactions and Director Independence from our Proxy Statement relating to our 2021 Annual Meeting of Shareholders which will be filed with the SEC within 120 days of January 31, 2021.",item_13,0.038095238095238,neutral
1566895_10K_2021_0001566895-21-000007.htm,"The information required by this Item 14 is incorporated by reference from the sections entitled Principal Accountant Fees and Services and PreApproval Policy from our Proxy Statement relating to our 2021 Annual Meeting of Shareholders which will be filed with the SEC within 120 days of the fiscal year ended January 31, 2021.",item_14,-0.1,bad
1566895_10K_2021_0001566895-21-000007.htm,"Schedules not listed above have been omitted because they are not required, not applicable, or the required information is otherwise included. Item 15. Exhibit and Financial Statement Schedules.",item_15,0.0,neutral
1591698_10K_2021_0001558370-21-010711.htm,"As of June 30, 2021, we provided our payroll and HCM software solutions to approximately 28,750 clients across the U.S., which on average had over 100 employees. Our total revenues increased from 467.6 million in fiscal 2019 to 561.3 million in Fiscal 2020, representing a 20 yearoveryear increase.",item_1,-0.1375,bad
1591698_10K_2021_0001558370-21-010711.htm,"Our quarterly operating results have fluctuated in the past and may continue to fluctuate due to a variety of factors, many of which are outside of our control. The trading price of our common stock could decline due to any of the risks and uncertainties described below, and you may lose all or part of your investment.",item_1A,-0.090625,bad
1591698_10K_2021_0001558370-21-010711.htm,None. Item 1B. Unresolved Staff Comments.,item_1B,0.0,neutral
1591698_10K_2021_0001558370-21-010711.htm,"As of June 30, 2021, our corporate headquarters occupied approximately 326,000 square feet in Schaumburg, Illinois under leases with final expiration in October 2032. We also utilize office spaces in Lake Mary, Florida and Meridian, Idaho as other major operations centers. We lease other smaller facilities across the U.S. that serve as data centers, sales offices and distribution centers.",item_2,-0.0756944444444444,bad
1591698_10K_2021_0001558370-21-010711.htm,"There are no claims or actions pending or threatened against us, the ultimate disposition of which would have a material adverse effect on us. We may become involved in litigation related to claims arising from the ordinary course of our business.",item_3,-0.0625,bad
1591698_10K_2021_0001558370-21-010711.htm,Not applicable. Item 4. Mine Safety Disclosures.,item_4,0.0,neutral
1591698_10K_2021_0001558370-21-010711.htm,"The last reported sale price of our common stock on the NASDAQ Global Select Market was 207.46 per share, and there were 13 holders of record. The actual number of holders of common stock is greater than these numbers of record holders and includes stockholders who are beneficial owners, but whose shares are held in street name by brokers and nominees.",item_5,-0.0166666666666666,neutral
1591698_10K_2021_0001558370-21-010711.htm,The Daily Mail has been given permission to republish this article. We are happy to share this article with our readers. Please share the love with us by commenting on our Facebook page.,item_6,0.4333333333333333,good
1591698_10K_2021_0001558370-21-010711.htm,"Paylocity Holding Corporation is a Delaware corporation, which was formed in November 2013. We are a cloudbased provider of payroll and human capital management HCM software solutions. Our comprehensive product suite delivers a unified platform to create a modern workplace for our clients.",item_7,0.0666666666666666,good
1591698_10K_2021_0001558370-21-010711.htm,"As of June 30, 2021, we had cash and cash equivalents of 202.3 million, total corporate investments of 4.5 million and funds held for clients of 1,759.7 million. We have not used, nor do we intend to use, derivatives to mitigate the impact of interest rate or other exposure or for trading or speculative purposes.",item_7A,-0.0625,bad
1591698_10K_2021_0001558370-21-010711.htm,The information required by this item is incorporated by reference to the consolidated financial statements and accompanying notes set forth on pages through of this Annual Report on Form 10K.,item_8,0.0,neutral
1591698_10K_2021_0001558370-21-010711.htm,None. Item 9. Changes in and Disagreements With Accountants on Accounting and Financial Disclosure.,item_9,0.0,neutral
1591698_10K_2021_0001558370-21-010711.htm,"Disclosure controls and procedures are designed to ensure that information required to be disclosed by a company in the reports that it files or submits under the Exchange Act is recorded, processed, summarized and reported. Internal control over financial reporting is a process designed to provide reasonable assurance regarding the reliability of financial reporting.",item_9A,0.025,neutral
1591698_10K_2021_0001558370-21-010711.htm,None. Item 9B. Other Information.,item_9B,-0.0416666666666666,neutral
1591698_10K_2021_0001558370-21-010711.htm,"Information required by Part III, Item 10, will be included in our Proxy Statement relating to our 2022 annual meeting of stockholders. The Proxy Statement will be filed with the SEC within 120 days after the end of our fiscal year ended June 30, 2021.",item_10,-0.05,neutral
1591698_10K_2021_0001558370-21-010711.htm,"Information required by Part III, Item 11, will be included in our Proxy Statement relating to our 2022 annual meeting of stockholders to be filed with the SEC within 120 days after the end of our fiscal year ended June 30, 2021. Item 11. Executive Compensation.",item_11,-0.0333333333333333,neutral
1591698_10K_2021_0001558370-21-010711.htm,"Information required by Part III, Item 12, will be included in our Proxy Statement relating to our 2022 annual meeting of stockholders to be filed with the SEC. Item 12. Security Ownership of Certain Beneficial Owners and Management and Related Stockholder Matters.",item_12,0.0023809523809523,neutral
1591698_10K_2021_0001558370-21-010711.htm,"Information required by Part III, Item 13, will be included in our Proxy Statement relating to our 2022 annual meeting of stockholders to be filed with the SEC within 120 days after the end of our fiscal year ended June 30, 2021.",item_13,-0.1,bad
1591698_10K_2021_0001558370-21-010711.htm,"Information required by Part III, Item 14, will be included in our Proxy Statement relating to our 2022 annual meeting of stockholders to be filed with the SEC. Item 14. Principal Accounting Fees and Services is incorporated herein by reference.",item_14,-0.0333333333333333,neutral
1591698_10K_2021_0001558370-21-010711.htm,The information required by this Item is set forth on the Exhibit Index immediately following this page. Item 15. Exhibits and Financial Statement Schedulesa Documents Filed with Report1 Financial Statements. Report of Independent Registered Public Accounting Firm.,item_15,-0.0166666666666666,neutral
1337619_10K_2020_0001628280-21-003457.htm,"Envestnet, through its subsidiaries, is transforming the way financial advice and wellness are delivered. Its mission is to empower advisors and financial service providers with innovative technology, solutions and intelligence. At the end of 2020, Envestnet Wealth Solutions platform assets grew to approximately 4.6 trillion in more than 13.4 million accounts overseen by 106 thousand advisors.",item_1,0.0999999999999999,good
1337619_10K_2020_0001628280-21-003457.htm,"Risks and uncertainties include, but are not limited to, the risk factors set forth below. Additional risks and uncertainties not presently known to us or that we currently believe are immaterial may also affect our business. An investment in any security involves risk.",item_1A,0.0119047619047619,neutral
1337619_10K_2020_0001628280-21-003457.htm,None. Item 1B. Unresolved Staff CommentsNone.,item_1B,0.0,neutral
1337619_10K_2020_0001628280-21-003457.htm,"Our headquarters are located in Chicago, Illinois. The majority of our offices are leased. We believe that our office facilities are adequate for our immediate needs and that additional or substitute space is available if needed.",item_2,0.1222222222222222,good
1337619_10K_2020_0001628280-21-003457.htm,"See Part II, Item 8, Note 21Commitments and Contingencies for Legal Proceedings for details. For more information regarding the potential impact of regulations and other legal matters, see Part I, Item 1A, Risk Factors.",item_3,0.171875,good
1337619_10K_2020_0001628280-21-003457.htm,This section is not applicable. Item 4. Mine Safety Disclosures.,item_4,0.0,neutral
1337619_10K_2020_0001628280-21-003457.htm,"We have never declared or paid cash dividends on our common stock, and we intend to retain our future earnings, if any, to fund the growth of our business. We do not anticipate paying any cash dividends in the foreseeable future. The Company may repurchase up to 2,000,000 shares of its common stock.",item_5,-0.15,bad
1337619_10K_2020_0001628280-21-003457.htm,"Part II, Item 6 is no longer required as the Company has adopted certain provisions within the amendments to Regulation SK that eliminate Item 301. Item 6. Selected Financial Data",item_6,0.0714285714285714,good
1337619_10K_2020_0001628280-21-003457.htm,"Envestnet, through its subsidiaries, is transforming the way financial advice and wellness are delivered. Over 106,000 advisors and more than 5,100 companies, including 17 of the 20 largest U.S. banks, 47 of the 50 largest wealth management and brokerage firms, leverage Envestnet technology and services.",item_7,0.25,good
1337619_10K_2020_0001628280-21-003457.htm,A portion of our revenues are billed in various foreign currencies. We are directly exposed to changes in foreign currency exchange rates through the translation of these monthly revenues into U.S. dollars. We have a revolving credit facility that bears interest at LIBOR plus an applicable margin between 1.50 and 3.25.,item_7A,-0.0249999999999999,neutral
1337619_10K_2020_0001628280-21-003457.htm,"Opinions on the Consolidated Financial Statements and Internal Control Over Financial Reporting. We have audited the accompanying consolidated balance sheets of Envestnet, Inc. and subsidiaries the Company as of December 31, 2020 and 2019. In our opinion, the Company maintained, in all material respects, effective internal control over financial reporting.",item_8,0.0666666666666666,good
1337619_10K_2020_0001628280-21-003457.htm,None. Item 9. Changes in and Disagreements with Accountants on Accounting and Financial DisclosureNone.,item_9,0.0,neutral
1337619_10K_2020_0001628280-21-003457.htm,"The term disclosure controls and procedures means controls and other procedures of a company that are designed to ensure that information required to be disclosed by a company is recorded, processed, summarized and reported. No changes to our internal control over financial reporting during the three months ended December 31, 2020.",item_9A,-0.0625,bad
1337619_10K_2020_0001628280-21-003457.htm,None. Item 9B. Other InformationNone.,item_9B,-0.0416666666666666,neutral
1337619_10K_2020_0001628280-21-003457.htm,"The information required by this Item will be included in our Proxy Statement, which will be filed within 120 days after the close of the 2020 fiscal year. We have adopted a code of ethics that applies to all of our employees, including our principal executive officer, our principal financial officer and our principal accounting officer.",item_10,0.0,neutral
1337619_10K_2020_0001628280-21-003457.htm,"The information required by this Item will be included in our Proxy Statement, which will be filed within 120 days after the close of the 2020 fiscal year, and is hereby incorporated by reference. Item 11. Executive Compensation",item_11,0.0,neutral
1337619_10K_2020_0001628280-21-003457.htm,"The information required by this Item will be included in our Proxy Statement, which will be filed within 120 days after the close of the 2020 fiscal year. For a description of securities authorized under our equity compensation plans, please refer to our proxy Statement.",item_12,0.0,neutral
1337619_10K_2020_0001628280-21-003457.htm,"The information required by this Item will be included in our Proxy Statement, which will be filed within 120 days after the close of the 2020 fiscal year. Item 13. Certain Relationships and Related Transactions, and Director Independence.",item_13,0.0357142857142857,neutral
1337619_10K_2020_0001628280-21-003457.htm,"The information required by this Item will be included in our Proxy Statement, which will be filed within 120 days after the close of the 2020 fiscal year. Item 14. Principal Accounting Fees and Services.",item_14,0.0,neutral
1337619_10K_2020_0001628280-21-003457.htm,"Financial statements and schedules are omitted for the reason that they are not applicable, are not required, or the information is included in the financial statements or the related notes. The Exhibits required by Item 601 of Regulation SK are listed in the Index to the Exhibit on pages 117 to 119 of this report, which is incorporated herein by reference.",item_15,0.0,neutral
1084384_10K_2020_0001628280-21-012457.htm,"Pareteum Corporation OTC TEUM is a cloud software communications platform company with a mission to Connect Every Person and EveryThing. Pareteums goal is to unleash the power of applications and mobile services, which we believe will bring secure, ubiquitous, scalable, and seamlessly available voice, video, SMStext messaging, and data services.",item_1,0.2,good
1084384_10K_2020_0001628280-21-012457.htm,"The value or market price of our common stock could decline due to any of these identified or other risks, and you could lose all of your investment. Other risks and uncertainties not currently known to us or that we currently deem to be immaterial also may materially and adversely affect our business, financial condition and results of operations.",item_1A,-0.1072916666666666,bad
1084384_10K_2020_0001628280-21-012457.htm,None. Item 1B. Unresolved Staff CommentsNone.,item_1B,0.0,neutral
1084384_10K_2020_0001628280-21-012457.htm,"We intend to procure additional space in the future as we continue to add employees and expand geographically. We do not own any properties but lease data center colocations for housing our equipment, applications, and network interconnections.",item_2,-0.1,bad
1084384_10K_2020_0001628280-21-012457.htm,"The Company is currently a defendant in various legal actions and asserted claims arising in the normal course of business. The amount of legal defense costs and settlements in any period will depend on many factors, including the status of cases, the number of cases that are in trial or about to be brought to trial, and the opposing parties aggressiveness in pursuing their cases.",item_3,0.21875,good
1084384_10K_2020_0001628280-21-012457.htm,Not applicable. Item 4. Mine Safety Disclosures not applicable.,item_4,0.0,neutral
1084384_10K_2020_0001628280-21-012457.htm,"As of June 8, 2021, we had approximately 3,812 recorded holders of our common stock. We have not declared any cash dividends since inception and do not anticipate paying any dividends in the foreseeable future. The terms of our Note Facility prohibit us from paying dividends, making distributions on our securities, or redeeming or repurchase our securities.",item_5,0.05,neutral
1084384_10K_2020_0001628280-21-012457.htm,"We are a smaller reporting company as defined by Regulation SK and as such, are not required to provide the information contained in this item pursuant to Regulation SK. Item 6. Selected Financial Data",item_6,0.0,neutral
1084384_10K_2020_0001628280-21-012457.htm,Pareteum Corporation OTC TEUM is a growthoriented cloud software communications platform company with a mission to Connect Every Person and EveryThing. The Company recorded a gain on sale of assets of 10.8 million for the difference between the book value of the property and equipment and the software license.,item_7,0.0,neutral
1084384_10K_2020_0001628280-21-012457.htm,"We are a smaller reporting company as defined by regulation SK and as such, are not required to provide the information contained in this item. Item 7A. Quantitative and Qualitative Disclosures about Market Risk.",item_7A,0.0,neutral
1084384_10K_2020_0001628280-21-012457.htm,"The accompanying financial statements have been prepared assuming that the Company will continue as a going concern. As discussed in Note 1 to the financial statements, the Company has suffered recurring losses from operations, negative cash flows from operations and had a negative working capital of 37.2 million and an accumulated deficit of 584.6 million as of December 31, 2020. The ongoing and evolving coronavirus COVID19 outbreak, which was designated as a pandemic by the World Health Organization on March 12, 2020, could have a significant adverse impact on the Companys business.",item_8,0.0583333333333333,good
1084384_10K_2020_0001628280-21-012457.htm,None. Item 9. Changes in and Disagreements with Accountants on Accounting and Financial DisclosureNone.,item_9,0.0,neutral
1084384_10K_2020_0001628280-21-012457.htm," Companys' internal control system was designed to provide reasonable assurance regarding the reliability of financial reporting. The Company not having sufficient finance and information technology department resources to effectively assess risk and design, operate and oversee effective internal controls. Improper and untimely recognition of revenue for prior year end and interim periods for certain customers.",item_9A,0.1912698412698412,good
1084384_10K_2020_0001628280-21-012457.htm,None. Item 9B. Other InformationNone.,item_9B,-0.0416666666666666,neutral
1084384_10K_2020_0001628280-21-012457.htm,"Mary Beth Vitale was appointed to the Board on November 1, 2019. Luis JimenezTuon brings over 18 years of experience in the telecommunications, mobile, technology, satellite, IoT and banking industries, including experience as a senior executive officer.",item_10,0.0,neutral
1084384_10K_2020_0001628280-21-012457.htm,"Bart Weijermars was appointed October 1, 2018 as Chief Executive Officer EMEA. Laura Thomas was appointed November 15, 2019 as Interim Chief Financial Officer. Victor Bozzo was appointed on November 1, 2016.",item_11,0.0,neutral
1084384_10K_2020_0001628280-21-012457.htm,"The following table sets forth, based on 141,778,392 shares of our Common Stock outstanding as of May 3, 2021 the Determination Date, certain information as to the stock ownership of each person. The address for each person listed below is co Pareteum Corporation, at 1185 Avenue of the Americas, 2nd Floor, New York, NY 10036. The number of shares of Common Stock subject to options, warrants or other securities that are not currently exercisable or exercisable within 60 days is excluded.",item_12,0.0079455266955266,neutral
1084384_10K_2020_0001628280-21-012457.htm,"The Company is not aware of a material interest, direct or indirect, of any director or officer of the Company, any other holder of more than 5 of the Companys common stock, or any associate or affiliate of any such person, in any transaction since January 1, 2019. The Company retained Robert Turner of InTown Legal Services, who is the son of Robert H. Turner, Executive Chairman of the Board until November 2019.",item_13,0.1041666666666666,good
1084384_10K_2020_0001628280-21-012457.htm,"The Board of Directors approved the foregoing audit, auditrelated and nonaudit services provided by Baker Tilly US, LLP in 2020 and 2019 consistent with the Audit Committees responsibility for engaging our independent auditors.",item_14,0.2166666666666666,good
1084384_10K_2020_0001628280-21-012457.htm,"The following exhibits are filed with this Report. Item 15. Exhibits, Financial Statement Schedules.",item_15,0.0,neutral
860731_10K_2020_0000860731-21-000014.htm,"Tyler is a major provider of integrated information management solutions and services for the public sector, with a focus on local governments. We partner with clients to make government more accessible to the public, more responsive to the needs of citizens and more efficient in its operations. The state and local government market is one of the largest and most decentralized IT markets in the country.",item_1,0.2152777777777777,good
860731_10K_2020_0000860731-21-000014.htm,"An investment in our common stock involves a high degree of risk. Investors evaluating our company should carefully consider the factors described below and all other information contained in this Annual Report. Any of the following factors could materially harm our business, operating results, and financial condition. Additional factors and uncertainties not currently known to us or that we currently consider immaterial could also harm ourBusiness.",item_1A,-0.045625,neutral
860731_10K_2020_0000860731-21-000014.htm,Not applicable. ITEM 1B. UNRESOLVED STAFF COMMENTS.,item_1B,0.0,neutral
860731_10K_2020_0000860731-21-000014.htm,"We occupy a total of approximately 1.1 million square feet of office space. We own or lease offices for our major operations in the states of Arizona, Arkansas, California, Colorado, Connecticut, Georgia, Illinois, Iowa, Maine, Massachusetts, Michigan, Missouri, Montana, New Hampshire, New York, North Carolina, Ohio, Tennessee, Texas, Virginia, Washington, Washington D.C.",item_2,0.016903409090909,neutral
860731_10K_2020_0000860731-21-000014.htm,"Other than routine litigation incidental to our business, there are no material legal proceedings pending to which we are party.",item_3,0.0375,neutral
860731_10K_2020_0000860731-21-000014.htm,Not applicable. SUBMISSION OF MATTERS TO A VOTE OF SECURITY HOLDERS.,item_4,0.0,neutral
860731_10K_2020_0000860731-21-000014.htm,"We did not pay any cash dividends in 2020 or 2019. We intend to retain earnings for use in the operation and expansion of our business and do not anticipate paying a cash dividend in the foreseeable future. During 2020, we purchased approximately 59,000 shares of our common stock for an aggregate purchase price of 15.5 million.",item_5,-0.1166666666666666,bad
860731_10K_2020_0000860731-21-000014.htm,"This section has been eliminated as a result of adopting the November 19, 2020 amendment to Item 301 of Regulation SK.",item_6,0.0,neutral
860731_10K_2020_0000860731-21-000014.htm,"The following discussion and analysis should be read in conjunction with our consolidated financial statements and related notes included in Item 8 of this Annual Report on Form 10K. For a comparison of our Results of Operations for the years ended December 31, 2019 and 2018 and our Cash Flow discussion for the year ended December 2019, see Part II, Item 7. Managements Discussion and Analysis of Financial Conditions and Results of operations.",item_7,0.0,neutral
860731_10K_2020_0000860731-21-000014.htm,"As of December 31, 2020, our interest rate was 3.38 under the prime rate option or approximately 1.27 under the 30day LIBOR option. Loans under the Credit Facility bear interest, at Tylers option, at a per annum rate of either 1 Wells Fargo Banks prime rate subject to certain higher rate determinations plus a margin of 0.125 to 0.75 or 2 the one, two, three, or sixmonth LIBOR rate.",item_7A,-0.1503968253968254,bad
860731_10K_2020_0000860731-21-000014.htm,"The reports of our independent registered public accounting firm and our financial statements, related notes, and supplementary data are included as part of this Annual Report.",item_8,-0.04,neutral
860731_10K_2020_0000860731-21-000014.htm,There are no changes in this area. There is no change in this part of the process. There are no differences in this section.,item_9,0.0,neutral
860731_10K_2020_0000860731-21-000014.htm,Tylers management is responsible for establishing and maintaining effective internal control over financial reporting as defined in Securities Exchange Act Rule 13a15f. Tylers internal control is designed to provide reasonable assurance to management and board of directors regarding the preparation and fair presentation of published financial statements.,item_9A,0.2125,good
860731_10K_2020_0000860731-21-000014.htm,"Only those sections of the Proxy Statement that specifically address the items set forth herein are incorporated by reference. Such incorporation by reference does not include the Compensation Discussion and Analysis, the Compensation Committee Report or the Audit Committee Report.",item_9B,0.0,neutral
860731_10K_2020_0000860731-21-000014.htm,Tyler Management and Corporate Governance Principles and Board Matters. Tyler Management and corporate governance principles and board matters.,item_10,0.0,neutral
860731_10K_2020_0000860731-21-000014.htm,Executive Compensation is a key component of the board's decision-making process.,item_11,0.0,neutral
860731_10K_2020_0000860731-21-000014.htm,Security Ownership of Certain Beneficial Owners and Management is a security issue. It is the responsibility of certain owners to protect the security of the company's assets.,item_12,0.2142857142857142,good
860731_10K_2020_0000860731-21-000014.htm,"Executive Compensation andCertain Relationships and Related Transactions, and Director InDEPENDENCE.",item_13,0.0,neutral
860731_10K_2020_0000860731-21-000014.htm,The information required under this item may be found under the section captioned Proposals For Consideration Proposal Two Ratification of Our Independent Auditors for Fiscal Year 2020 in our Proxy Statement when filed.,item_14,0.0,neutral
860731_10K_2020_0000860731-21-000014.htm,"The financial statements are filed as part of this Annual Report. No financial statement schedules are filed since the required information is included in the financial statements. The interactive data does not appear in the interactive data file because its tags, including tags, are embedded within the documents.",item_15,0.0,neutral
1806837_10K_2020_0001558370-21-003017.htm,"Vertex is a leading provider of enterprise tax technology solutions. Our vision is to accelerate global commerce, one transaction at a time. Companies with complex tax operations rely on Vertex to automate their endtoend indirect tax processes.",item_1,-0.0999999999999999,bad
1806837_10K_2020_0001558370-21-003017.htm,"Our business faces significant risks and uncertainties. Certain important factors may have a material adverse effect on our business prospects, financial condition and results of operations. A large portion of our revenue depends on maintaining and growing our revenue from existing customers and adding new customers. Other events that we do not currently anticipate or that we currently deem immaterial may also affect our business.",item_1A,0.1783549783549783,good
1806837_10K_2020_0001558370-21-003017.htm,Not applicable. Item 1B. Unresolved Staff Comments.,item_1B,0.0,neutral
1806837_10K_2020_0001558370-21-003017.htm,"Our corporate headquarters, which includes our operations and innovation lab, is located in King of Prussia, Pennsylvania. We believe our facilities are adequate for our current and presently foreseeable needs.",item_2,0.0555555555555555,good
1806837_10K_2020_0001558370-21-003017.htm,"We are not presently a party to any litigation the outcome of which we believe, if determined adversely to us, would individually or taken together have a material adverse effect on our business, operating results, cash flows or financial condition. We may be involved in various legal proceedings arising from the normal course of business activities.",item_3,0.0583333333333333,good
1806837_10K_2020_0001558370-21-003017.htm,Not applicable. Item 4. Mine Safety Disclosures not applicable.,item_4,0.0,neutral
1806837_10K_2020_0001558370-21-003017.htm,"Our Class A common stock has been listed on the NASDAQ exchange, under the symbol VERX since July 28, 2020. Our Class B common stock is not listed on any stock exchange nor traded on any public market. We do not anticipate paying any dividends on our common stock in the foreseeable future.",item_5,-0.1999999999999999,bad
1806837_10K_2020_0001558370-21-003017.htm,"Our financial information has been impacted by certain events which occurred in 2020 and which are described below. The financial information set forth in this section is not necessarily indicative of future results of operations. The Company received 423.0 million in proceeds from the sale of 23,812,216 shares of Class A common stock.",item_6,-0.0642857142857142,bad
1806837_10K_2020_0001558370-21-003017.htm,"Vertex is a leading provider of enterprise tax technology solutions. Companies with complex tax operations rely on Vertex to automate their endtoend indirect tax processes. At December 31, 2020, we had over 4,000 customers and our Annual Recurring Revenue ARR per customer was over 78,000.",item_7,-0.0999999999999999,bad
1806837_10K_2020_0001558370-21-003017.htm,"The Company has no outstanding bank debt at December 31, 2020. Any debt we incur in the future may bear interest at variable rates. Inflation has not had a material effect on our business, financial condition or results of operations.",item_7A,-0.0833333333333333,bad
1806837_10K_2020_0001558370-21-003017.htm,The information required by this item is presented at the end of this report beginning on page. Item 8. Financial Statements and Supplementary Data.,item_8,0.0,neutral
1806837_10K_2020_0001558370-21-003017.htm,None. Item 9. Changes in and Disagreements with Accountants on Accounting and Financial DisclosureNone.,item_9,0.0,neutral
1806837_10K_2020_0001558370-21-003017.htm,"A material weakness is a control deficiency, or combination of control deficiencies, that results in a reasonable possibility that a material misstatement of the annual or interim financial statements will not be prevented or detected on a timely basis. As of December 31, 2020, our disclosure controls and procedures were not effective.",item_9A,-0.0999999999999999,bad
1806837_10K_2020_0001558370-21-003017.htm,None. Item 9B. Other InformationNone.,item_9B,-0.0416666666666666,neutral
1806837_10K_2020_0001558370-21-003017.htm,"The information required by this item is incorporated by reference to the relevant information from our definitive Proxy Statement for our 2021 Annual Meeting of Shareholders, which will be filed not later than 120 days after the end of the fiscal year ended December 31, 2020. Item 10. Directors, Executive Officers and Corporate Governance",item_10,0.0666666666666666,good
1806837_10K_2020_0001558370-21-003017.htm,"The information required by this item is incorporated by reference to the relevant information from our definitive Proxy Statement for our 2021 Annual Meeting of Shareholders, which will be filed not later than 120 days after the end of the fiscal year ended December 31, 2020. Item 11. Executive Compensation.",item_11,0.0666666666666666,good
1806837_10K_2020_0001558370-21-003017.htm,"The information required by this item is incorporated by reference to the relevant information from our definitive Proxy Statement for our 2021 Annual Meeting of Shareholders, which will be filed not later than 120 days after the end of the fiscal year ended December 31, 2020. Item 12. Security Ownership of Certain Beneficial Owners and Management and Related Stockholder Matters.",item_12,0.1023809523809523,good
1806837_10K_2020_0001558370-21-003017.htm,"The information required by this item is incorporated by reference to the relevant information from our definitive Proxy Statement for our 2021 Annual Meeting of Shareholders, which will be filed not later than 120 days after the end of the fiscal year ended December 31, 2020. Item 13. Certain Relationships and Related Transactions, and Director Independence",item_13,0.1023809523809523,good
1806837_10K_2020_0001558370-21-003017.htm,"The information required by this item is incorporated by reference to the relevant information from our definitive Proxy Statement for our 2021 Annual Meeting of Shareholders, which will be filed not later than 120 days after the end of the fiscal year ended December 31, 2020. Item 14. Principal Accountant Fees and Services",item_14,0.0666666666666666,good
